epoch,lr-AdamW,step,test/acc,test/f1_macro,test/f1_weighted,test/loss,test/precision,test/recall,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1_macro,val/f1_weighted,val/loss,val/precision,val/recall
,0.0001,0,,,,,,,,,,,,,,,
0,,9,,,,,,,,,1.3445842266082764,,,,,,
0,,19,,,,,,,,,1.6599435806274414,,,,,,
0,,29,,,,,,,,,1.1551834344863892,,,,,,
0,,39,,,,,,,,,1.1939845085144043,,,,,,
0,,49,,,,,,,,,1.4069900512695312,,,,,,
0,,59,,,,,,,,,1.1546804904937744,,,,,,
0,,69,,,,,,,,,1.1813162565231323,,,,,,
0,,79,,,,,,,,,1.098975658416748,,,,,,
0,,89,,,,,,,,,0.9672141075134277,,,,,,
0,,99,,,,,,,,,1.1726380586624146,,,,,,
0,,109,,,,,,,,,0.9264229536056519,,,,,,
0,,119,,,,,,,,,0.9163838624954224,,,,,,
0,,129,,,,,,,,,0.9862504601478577,,,,,,
0,,139,,,,,,,,,0.844599723815918,,,,,,
0,,149,,,,,,,,,0.8034701943397522,,,,,,
0,,159,,,,,,,,,0.8105181455612183,,,,,,
0,,169,,,,,,,,,1.0152806043624878,,,,,,
0,,179,,,,,,,,,0.824939489364624,,,,,,
0,,189,,,,,,,,,0.8255975842475891,,,,,,
0,,199,,,,,,,,,0.8566620349884033,,,,,,
0,,209,,,,,,,,,0.9638108015060425,,,,,,
0,,219,,,,,,,,,1.1045022010803223,,,,,,
0,,229,,,,,,,,,0.5608800053596497,,,,,,
0,,239,,,,,,,,,0.6707437038421631,,,,,,
0,,249,,,,,,,,,0.7847038507461548,,,,,,
0,,259,,,,,,,,,0.8069647550582886,,,,,,
0,,269,,,,,,,,,0.6782467365264893,,,,,,
0,,279,,,,,,,,,0.5531446933746338,,,,,,
0,,289,,,,,,,,,0.870492696762085,,,,,,
0,,299,,,,,,,,,0.7190566658973694,,,,,,
0,,309,,,,,,,,,0.776147186756134,,,,,,
0,,319,,,,,,,,,0.7644698023796082,,,,,,
0,,329,,,,,,,,,0.7820299863815308,,,,,,
0,,339,,,,,,,,,0.831695020198822,,,,,,
0,,349,,,,,,,,,0.6045772433280945,,,,,,
0,,359,,,,,,,,,0.5532436370849609,,,,,,
0,,369,,,,,,,,,0.6429309844970703,,,,,,
0,,379,,,,,,,,,0.5252142548561096,,,,,,
0,,389,,,,,,,,,0.5536978244781494,,,,,,
0,,395,,,,,,,,,,0.5663604736328125,0.4569850265979767,0.5798550844192505,1.3680195808410645,0.48129338026046753,0.5253071784973145
0,,395,,,,,,,0.6017006039619446,0.8925502300262451,,,,,,,
,9.997557473810373e-05,396,,,,,,,,,,,,,,,
1,,399,,,,,,,,,0.5848861336708069,,,,,,
1,,409,,,,,,,,,0.6071158051490784,,,,,,
1,,419,,,,,,,,,0.5833126306533813,,,,,,
1,,429,,,,,,,,,0.6141740083694458,,,,,,
1,,439,,,,,,,,,0.5680280327796936,,,,,,
1,,449,,,,,,,,,0.533610463142395,,,,,,
